amount,hour,transaction_count_1h,distance_from_home_km,age,merchant_category,card_type,country,is_fraud
66.61305882326451,2,5.0,7.9159721142798505,,restaurant,credit,domestic,1
32.10876577837951,5,6.0,180.53535373073902,35.0025752885096,grocery,credit,domestic,1
92.5529314741192,20,2.0,40.01930996683477,38.565886562487506,restaurant,debit,domestic,0
164.04486643275945,8,,61.47951705732958,38.728962047053564,restaurant,debit,foreign,0
165.9817032984225,5,3.0,37.76182142626759,,retail,credit,foreign,1
217.84212369747053,22,5.0,323.53610441459153,60.22961003028759,online,credit,foreign,1
98.34518006810006,2,4.0,16.24425355873781,19.52413305964348,retail,debit,domestic,1
,10,3.0,37.04702988969266,49.26162456478541,gas,credit,domestic,0
110.18590156153533,9,1.0,15.049628037871473,49.971365826211034,retail,debit,domestic,0
155.55865371828412,3,1.0,123.80444562599163,32.08424008811613,grocery,credit,foreign,1
124.25699814508674,9,2.0,180.04909080430085,49.67856640397453,online,debit,foreign,1
155.14617108629366,10,3.0,6.848025775042835,61.81801988651311,grocery,debit,domestic,0
58.88412773956479,4,4.0,59.09712149059798,27.271440727504576,online,credit,foreign,1
5.0,16,1.0,103.48382435500308,21.512792060654817,retail,,domestic,0
362.65093348236206,14,,30.720113673575188,18.0,restaurant,credit,domestic,1
1.0,5,,,53.546082565353316,online,credit,domestic,1
10.24498923162463,1,5.0,262.036782788676,44.30361813221185,grocery,credit,foreign,1
233.39341502310617,12,2.0,44.60312197465075,38.654648922453234,online,debit,foreign,1
84.7002878467923,6,1.0,20.551286547809227,40.417965994766746,online,,domestic,0
1.0,23,1.0,3.070452727517641,50.73756307069133,online,credit,domestic,1
92.64300856851976,16,4.0,8.777589684661095,43.43637347747094,gas,credit,domestic,0
160.92942397646652,16,1.0,32.396845487818325,42.063375484673095,retail,credit,domestic,0
466.5519020540371,7,2.0,16.853700227009114,,online,debit,domestic,1
72.33748426685247,3,2.0,0.9702369759624367,34.52247889402746,,credit,foreign,1
153.7701677517532,9,2.0,35.94642738048529,18.0,gas,credit,domestic,0
161.12556985951838,21,0.0,7.715013345242511,37.60219998903633,,credit,domestic,0
96.87999078365692,23,3.0,33.14200771800195,60.210499587280424,grocery,debit,foreign,1
51.61765105877208,23,2.0,94.34817441332633,33.77446319478151,restaurant,debit,domestic,1
178.28526804990372,15,,15.85009398413785,53.36646122343345,grocery,debit,domestic,0
39.60851659290255,20,3.0,7.194439742034395,46.24611208151708,retail,credit,foreign,1
121.14928147583346,13,3.0,27.409750104739004,40.527133606569485,restaurant,debit,domestic,0
152.8703930231527,13,3.0,3.7837280746580966,20.049989535496643,retail,credit,domestic,0
158.1886420693482,6,5.0,24.76778346178353,57.372797804090354,retail,credit,domestic,0
105.91525731254185,21,1.0,,30.55408556302536,restaurant,debit,domestic,0
61.293904117015614,1,2.0,146.78623771796072,35.852147700960884,online,credit,domestic,1
267.281951541378,20,2.0,22.933748866036037,65.2488149185469,grocery,debit,domestic,0
5.0,6,6.0,30.204255252027057,,gas,debit,domestic,0
159.38706078004967,10,0.0,49.56803111412126,33.73573005812477,grocery,credit,domestic,0
144.48096665817607,6,3.0,16.891191198347563,18.0,retail,debit,domestic,0
239.4415568660381,17,1.0,11.115502202692241,62.22559762499237,grocery,debit,domestic,0
103.19028846616403,22,0.0,7.293910411757186,45.382964538063305,grocery,debit,foreign,0
139.87767939396485,15,1.0,66.24405046939201,43.92036992409061,online,debit,domestic,0
317.56402193268497,9,3.0,46.12199256463348,37.315529591116274,retail,credit,domestic,1
76.80633783969384,8,3.0,115.8347889012876,51.334340135013896,gas,credit,domestic,0
176.15239259396236,8,3.0,0.45574158365827694,21.970283423175495,grocery,credit,domestic,0
262.9583567072013,21,1.0,13.173231200941318,19.261771484359993,restaurant,debit,domestic,0
535.971453457435,22,2.0,30.864278491217288,56.00989151595601,restaurant,debit,foreign,1
169.89806975393583,21,3.0,76.81924071892723,22.725169449939763,gas,debit,foreign,1
136.982751704291,13,3.0,19.550706244549552,,retail,credit,foreign,0
97.26733613110615,16,4.0,320.5942647098731,30.303131357922858,retail,debit,foreign,1
235.5148933662827,3,9.0,92.46716803285709,43.94215967932452,grocery,credit,domestic,1
5.0,13,1.0,3.210040365901862,61.103642434544845,restaurant,debit,foreign,0
,5,3.0,6.54919891651277,36.25457141319114,restaurant,debit,foreign,1
90.85403296841952,22,3.0,37.043272150503554,48.190438449429905,online,credit,domestic,0
164.52937132243332,4,4.0,31.35869492143368,47.02477962474309,gas,credit,foreign,1
38.470974824342115,1,2.0,15.47662294213605,35.80870596770414,grocery,debit,domestic,1
188.2135396328443,21,0.0,34.711837304869746,35.83955142873747,gas,debit,domestic,0
108.89820320542012,22,3.0,,54.10136692041475,online,debit,domestic,0
298.90568088529034,0,4.0,214.49586184454122,34.10739637889713,online,credit,domestic,1
5.0,16,4.0,62.40130542365857,43.27155615631527,grocery,credit,domestic,0
289.83607375871065,5,1.0,84.28474836091146,18.0,retail,credit,domestic,1
217.37773301096098,18,2.0,19.60136730889597,37.8803710753865,grocery,credit,foreign,0
109.91986527278618,12,3.0,73.51141465032694,21.141905846470703,grocery,credit,domestic,0
476.0250888310373,13,3.0,15.475659046815691,57.3806083266405,gas,credit,domestic,1
92.5625685015757,12,4.0,7.307797003585475,38.05957333357471,restaurant,credit,foreign,1
43.17018273158891,18,1.0,22.101303199006434,18.0,,credit,domestic,0
75.15740510422506,7,3.0,12.222673364787717,42.464098485166936,retail,credit,domestic,0
,2,3.0,29.266236251681438,35.71495009137761,gas,debit,foreign,1
5.0,15,3.0,36.40016792332642,43.65936641314781,retail,debit,domestic,0
249.46995190415345,18,4.0,54.98405796576492,18.0,gas,credit,domestic,1
264.5957044694212,17,4.0,8.061171405346395,30.78868895336457,online,credit,domestic,0
153.9762874303417,14,1.0,19.864945697477562,18.0,retail,credit,domestic,0
208.46075262443622,2,3.0,49.58538079270008,42.90276869463692,grocery,debit,domestic,1
209.38580103991117,4,3.0,4.199461349775576,37.4831597084964,grocery,credit,foreign,1
135.5272781451311,17,1.0,9.961744349885358,51.51630248261602,restaurant,debit,domestic,0
355.3062061622623,4,2.0,,22.981532022082824,retail,debit,domestic,1
,14,3.0,2.681942392764326,50.879325112292484,restaurant,credit,domestic,0
92.35754189228311,16,1.0,116.24534905718198,,gas,credit,domestic,0
5.0,20,2.0,58.84695491779953,34.344546792121015,retail,debit,foreign,0
301.89292987080086,5,3.0,2.220168997427818,28.37245682600227,online,credit,domestic,1
5.0,7,3.0,50.69374284561228,56.51655398777787,retail,credit,domestic,0
208.27449220203408,8,3.0,1.6428076727425502,49.287422740276995,retail,debit,domestic,0
5.0,13,2.0,5.387618971295884,29.256458718494034,restaurant,credit,domestic,0
103.17675203246739,10,3.0,13.190457801101942,34.16935734299375,,credit,domestic,0
5.0,10,0.0,25.557226199710808,33.55890660229588,retail,debit,domestic,0
5.0,14,0.0,40.07503381624201,41.26006955265413,grocery,credit,domestic,0
51.670523639687595,10,2.0,38.08962500702439,50.218016312605776,grocery,credit,domestic,0
119.77835343452571,11,1.0,5.21836859523849,45.72120963089664,grocery,debit,domestic,0
5.0,19,1.0,31.455454141708515,32.335863994128545,gas,debit,domestic,0
53.71139234299163,17,1.0,,44.37502654242076,restaurant,debit,domestic,0
120.66261591787637,11,2.0,,18.0,restaurant,credit,foreign,1
143.69333147638181,8,0.0,55.75608829048869,49.0579630122338,retail,debit,domestic,0
82.98256368798533,10,3.0,12.437007764485477,34.7571950897872,restaurant,debit,domestic,0
143.48668182038048,21,2.0,223.6938325897723,30.23119431037358,retail,credit,foreign,1
241.57780644921715,11,0.0,24.323223005329584,43.99037308280178,restaurant,credit,domestic,0
159.91222807026992,17,4.0,10.821856695565993,34.399680716699606,restaurant,debit,domestic,0
415.41976494835205,20,1.0,47.71344000830334,43.58998333538524,online,credit,domestic,1
35.88859243854259,10,2.0,,52.171430651577474,,debit,domestic,0
192.86019985232772,1,2.0,68.34799838050846,44.17594067603386,retail,credit,foreign,1
15.498487003216397,20,1.0,43.705224928448374,63.532045929981145,gas,credit,foreign,0
379.8842411969403,15,2.0,38.733163291701324,51.357219346716754,restaurant,debit,foreign,1
5.0,18,4.0,77.80992693798395,31.78433567724459,grocery,debit,domestic,0
206.5223118417946,8,3.0,11.486952117736353,41.945698747823066,gas,credit,domestic,0
93.72968285012067,7,5.0,8.54300521638139,28.33142748864096,retail,credit,domestic,1
110.20044762547255,7,2.0,11.191675463387103,22.036701118043688,grocery,credit,foreign,1
408.09379689992977,4,1.0,9.79159883422318,53.94066680244718,gas,credit,foreign,1
46.00521234888135,19,2.0,3.1834734370613487,53.75064347787625,online,debit,domestic,0
134.70139313839672,13,1.0,34.73049985174735,39.87909282280538,retail,credit,domestic,0
356.3487041367943,4,3.0,10.4351818774145,28.83516491679224,online,debit,domestic,1
313.39522879636354,8,0.0,3.1809037308552375,39.96827483508202,grocery,debit,domestic,0
63.11248982261192,7,1.0,4.878951900704507,25.899181261351536,restaurant,credit,domestic,0
57.34574960779943,3,3.0,4.634854839266849,49.34710790510473,grocery,credit,domestic,1
83.02598864049553,8,2.0,,36.75536541980922,retail,debit,domestic,0
246.01997477305667,5,3.0,226.078358299177,69.96311666745171,online,credit,domestic,1
333.70170588310407,15,7.0,75.69088582530863,37.5722515167503,retail,debit,foreign,1
,22,,5.466401870157013,58.693114736918375,restaurant,,domestic,0
85.39554743787983,22,2.0,3.369214590826063,26.841883851741308,retail,debit,domestic,0
180.05469728274596,23,4.0,,53.41567093658577,online,credit,domestic,1
94.60927972836856,21,4.0,49.71863014818757,30.75323178545129,online,debit,domestic,1
131.80309186880748,22,2.0,62.72105290069469,58.06276601438877,online,credit,foreign,1
82.14712934700077,15,1.0,14.701858733957213,26.971257667919502,restaurant,credit,domestic,0
464.1155265281543,2,1.0,500.96225711175725,54.09367604163883,restaurant,credit,domestic,1
,5,2.0,2.2367598230100896,43.22606284072852,,debit,foreign,1
215.0771539886938,11,0.0,43.183654387836,45.636355628568786,grocery,credit,domestic,1
143.59977054350193,16,2.0,8.462027439800394,40.54795005719721,restaurant,debit,domestic,0
71.22817323960939,4,4.0,135.83299200272063,36.34025301047321,,credit,domestic,1
268.95447901364,22,3.0,38.22165511015226,35.534909099189164,online,credit,domestic,0
180.31716299454433,22,4.0,9.884352527847142,34.15400191676192,restaurant,debit,foreign,0
308.70786336164355,20,8.0,103.9587508836319,50.27164068852747,retail,credit,domestic,1
370.1498680718437,0,7.0,101.48108330953886,37.364710629987826,retail,credit,domestic,1
5.0,6,3.0,30.978900704050567,31.387390347689422,,credit,domestic,0
205.0353469248085,15,3.0,,48.48470288506213,online,credit,domestic,0
168.25440622446095,18,3.0,203.14899040834035,,retail,debit,domestic,1
71.38382657996073,13,4.0,50.153880878005396,44.31806928659156,grocery,credit,domestic,0
342.2068530874412,22,5.0,64.92175609636413,30.29067221066458,restaurant,debit,foreign,1
,20,4.0,19.296488557026652,35.999543005625775,online,debit,foreign,1
264.29422221821824,14,,5.988921501577424,53.53840639569876,retail,credit,domestic,0
30.837904924065285,0,2.0,33.9594361162542,25.9662043043424,gas,credit,domestic,1
179.53000129790956,0,,48.01051467959835,46.84935406105056,online,debit,foreign,1
112.9538147310726,9,1.0,36.58973636470928,53.39728802535062,grocery,,domestic,0
126.461063145329,12,1.0,57.530917281784454,52.35313830197462,retail,debit,foreign,0
9.02338506149782,12,3.0,24.802031247971286,19.427621437217358,retail,debit,domestic,0
,2,1.0,17.67265692183425,39.09784139500705,online,debit,domestic,1
74.86521667745929,9,1.0,37.92472843291738,66.3394164317337,gas,debit,domestic,0
87.10217071966736,4,,163.8031097350003,29.235963402699372,online,debit,domestic,1
108.35533824936587,5,6.0,2.6761136460205006,47.904890301616845,retail,credit,domestic,1
142.59710008559836,6,5.0,2.0853983459776924,46.03958082647304,retail,credit,foreign,0
245.29866683752198,8,1.0,13.859012924564285,64.90919934276506,retail,debit,domestic,0
72.51731133319834,19,3.0,10.892626516985372,53.26816194640881,grocery,credit,domestic,0
26.88098089581041,13,1.0,9.788660612539207,18.0,gas,debit,domestic,0
103.09508703432816,2,4.0,16.84056343214702,56.452825444184306,online,credit,domestic,1
124.11595853337653,17,4.0,25.379614634007797,39.7390353269576,retail,debit,domestic,0
309.24074615255915,1,2.0,153.7501580252341,34.336091696826486,online,credit,foreign,1
218.56539747042623,13,4.0,1.4220104082725913,42.89075620712827,grocery,credit,foreign,0
16.72006598404812,0,4.0,,37.692856951500616,online,credit,domestic,1
43.757559326060345,21,4.0,318.89854952242393,47.769259137079175,online,debit,domestic,1
181.73284293922865,21,3.0,,43.51351539628911,retail,credit,foreign,1
29.912882508132554,11,4.0,25.446487894724136,49.04428322763157,restaurant,debit,domestic,0
1.0,1,1.0,216.93246845489173,58.25685245913924,online,credit,domestic,1
56.830716302317704,22,3.0,4.6092415210449325,62.28229638004879,grocery,debit,domestic,0
368.58768524012464,20,1.0,32.33970956109685,18.0,retail,credit,foreign,1
198.25012863541696,21,4.0,25.16201610369526,31.426477518381112,grocery,debit,domestic,0
155.47694367770765,17,1.0,20.447388514449244,52.13517653976583,grocery,credit,domestic,0
50.40565942998722,7,2.0,56.76306565042635,54.63587419738194,gas,credit,domestic,0
204.44568944089292,14,1.0,44.1716341016712,29.11139223083155,online,debit,domestic,0
62.22316232678248,7,1.0,42.9284580498323,37.69576138538834,,credit,foreign,0
65.21935128840582,9,5.0,43.973641346551375,51.66660192845423,retail,credit,domestic,1
452.9898707055861,3,0.0,127.55308503299167,,retail,credit,foreign,1
383.3682106359157,11,6.0,127.84286097264348,62.03512443534797,online,debit,domestic,1
131.3571661973474,21,2.0,56.23686279320258,36.98022229987438,gas,credit,domestic,0
104.97192949549336,6,1.0,1.239155855262072,69.22025233635816,grocery,credit,domestic,0
96.90541834395803,20,2.0,36.73931202930952,56.26167066240967,gas,debit,foreign,1
202.99893423610024,22,2.0,51.71958761322373,18.0,online,debit,foreign,1
93.80122388728847,8,3.0,11.613251455564926,29.186228027452632,restaurant,credit,domestic,0
170.2476374068695,14,2.0,11.581996591468391,56.63983586032936,grocery,credit,domestic,0
174.4341166087141,1,2.0,137.5305290932117,29.234885641114445,restaurant,,domestic,1
117.93394321385561,10,1.0,85.92789681238409,34.43453233621825,gas,credit,domestic,0
73.52949301150821,13,1.0,50.17965542611616,19.769041732466448,,credit,domestic,0
288.5640821184151,9,5.0,670.252414703367,40.83116212537982,,debit,foreign,1
154.65128800151683,9,0.0,127.2617030637893,29.94997460241785,online,credit,domestic,0
79.6327094480761,11,1.0,141.24305120599203,34.51649015103687,retail,debit,foreign,1
262.147313342032,20,4.0,11.58581436428077,55.45977631356807,grocery,credit,domestic,0
578.6834314874751,19,2.0,213.06713452108892,39.81182387633456,gas,debit,domestic,1
258.6203131121171,19,2.0,39.107101322655964,39.85723152441966,online,debit,foreign,1
32.195900757282885,6,1.0,22.36337819842405,45.30335333827225,grocery,debit,domestic,0
24.094372858656357,8,5.0,800.0,46.18687539482531,online,credit,domestic,1
198.35325914649255,19,6.0,23.369839721809484,19.61862322450996,online,credit,foreign,1
220.6534658307155,12,3.0,2.2321498584390755,32.868072127632416,online,debit,foreign,1
79.20946789158232,16,,2.332859185708759,27.37516765045967,retail,credit,domestic,0
5.0,11,1.0,15.084813595121846,45.95596678081535,grocery,debit,domestic,0
,10,1.0,38.34553386102043,25.697889450783073,restaurant,credit,domestic,0
111.30400504786489,12,2.0,37.333089364226225,52.30810752249905,restaurant,credit,domestic,0
84.76919435384819,7,5.0,30.531404369233165,38.66142318712516,online,debit,domestic,1
26.132594852749833,4,2.0,118.96300671707786,68.3232621586686,grocery,credit,foreign,1
178.0111759142738,9,2.0,62.51025788498501,,retail,credit,foreign,1
94.56065649238509,21,1.0,68.12814422768153,40.23065340384814,online,debit,foreign,0
259.28165720369805,10,2.0,1.9020519332045818,27.818296960636157,grocery,credit,foreign,1
167.27824776890364,3,3.0,26.91803366512963,26.291854539592578,restaurant,credit,domestic,1
5.0,6,4.0,20.76634639731121,39.01061120442005,,debit,domestic,0
293.5009912568328,22,1.0,2.692815782975803,18.0,online,,domestic,1
38.99692742368353,6,1.0,31.116497262558124,46.20724819888472,restaurant,debit,domestic,0
167.34015495311962,20,2.0,64.15635410026577,56.31965705319351,restaurant,credit,domestic,0
5.0,9,1.0,,50.25272092655825,gas,debit,domestic,0
351.38397684190926,14,4.0,82.7483475965834,20.4641112207996,restaurant,credit,domestic,1
277.40501050044304,6,2.0,20.781692502230413,51.4357894663256,grocery,credit,domestic,0
419.2130790590592,0,1.0,25.452877510332243,33.78178640473917,retail,credit,foreign,1
65.53895622483576,23,3.0,266.59560267604945,32.19728433754979,grocery,credit,domestic,1
5.0,8,2.0,0.5023332520565933,39.14510971159274,grocery,credit,domestic,0
101.0350431294622,11,3.0,17.60807353014905,22.8493922321794,restaurant,credit,domestic,0
5.0,11,2.0,31.612446874724064,35.48880825198797,online,debit,domestic,0
196.77804359522682,13,1.0,30.240515227914365,18.0,grocery,credit,domestic,0
263.5391904280612,12,5.0,144.90859181962395,36.00523015578186,restaurant,credit,domestic,1
201.58922050971438,7,3.0,51.932378201881555,27.368075999602304,grocery,credit,domestic,0
,11,,5.132729457787952,54.38796561207512,restaurant,debit,domestic,0
308.7193082165828,8,4.0,113.2346054052194,39.596058248353515,gas,credit,domestic,1
75.49191893616387,9,2.0,62.6713421319884,59.48317039517316,gas,credit,domestic,0
5.0,22,3.0,2.1144799589169665,50.69558901930743,gas,credit,foreign,0
322.40287076669205,1,4.0,6.855861828555818,,gas,credit,domestic,1
5.0,19,2.0,41.45467776278634,50.28696074356123,retail,credit,domestic,0
185.66599179291822,17,0.0,43.97404803755296,30.727298532976242,grocery,debit,domestic,0
121.75606795360278,18,3.0,92.61890847101077,24.888520013727685,retail,credit,domestic,0
278.8104859403594,17,3.0,18.387024082661934,43.469355322978586,grocery,credit,foreign,1
150.25600007935842,14,1.0,2.0359333622333464,38.616555458514384,restaurant,credit,foreign,1
172.75646988016183,20,,13.605775437619066,58.943335273106825,grocery,credit,domestic,0
,14,1.0,22.699111962765258,62.41643078704986,online,credit,domestic,0
225.04838572801486,2,7.0,3.5458024130343446,38.606683702663275,retail,credit,domestic,1
84.08145201312968,8,0.0,0.750894159016199,18.028603395630956,gas,credit,domestic,0
190.49170743384792,10,3.0,16.57706553907492,37.14680994611562,gas,credit,foreign,0
70.5073628590369,12,3.0,154.7387940363968,41.93152284067004,grocery,credit,foreign,1
,21,7.0,185.77671446415616,,online,credit,domestic,1
80.35276232782414,15,,1.531451909577082,52.821331286485496,restaurant,credit,domestic,0
,21,2.0,423.87668804129515,35.515158728061955,gas,debit,foreign,1
296.94434471462506,7,1.0,73.6200387581299,36.284129664237014,grocery,credit,foreign,1
108.64064621477519,2,3.0,8.033989988718663,53.656943708247454,restaurant,credit,domestic,1
435.1717516791363,8,3.0,194.1303057865051,18.0,online,credit,foreign,1
88.1525829194708,14,,47.59119531504789,25.989155690191467,grocery,credit,domestic,0
,19,2.0,20.154620652405438,53.10306473099914,grocery,credit,domestic,0
49.371933136153345,16,0.0,12.342741037992136,39.28171216641186,gas,debit,domestic,0
198.2435843093164,17,2.0,2.8453481855405744,51.83237621938716,online,credit,foreign,1
128.48506791224554,1,1.0,52.287638580783465,45.04348153268119,retail,credit,foreign,1
180.25826446868297,16,3.0,43.314458777892526,67.8969617788448,online,debit,foreign,1
348.78847678233586,23,4.0,166.92855903283774,34.89410271398313,online,debit,domestic,1
147.0617148004381,7,0.0,4.844069066390824,36.62795658849204,retail,credit,domestic,0
42.24465232206818,14,2.0,13.504784448746769,22.81715795466231,online,debit,domestic,0
31.975389556898506,0,1.0,86.52524695471419,31.5959718858904,gas,credit,foreign,1
63.65654995666601,22,2.0,91.47200644509381,48.58066169944447,grocery,,domestic,0
111.37121228714331,0,1.0,5.514083729484273,55.97361607379402,retail,credit,domestic,1
281.61408268874703,12,0.0,544.7000595116001,35.17063849251134,restaurant,debit,domestic,1
346.70985869471536,13,5.0,18.083398573747065,49.49064788642425,retail,credit,domestic,1
146.6764654696857,21,1.0,6.239169510981374,41.692513048879405,,credit,domestic,0
58.74749565333527,12,2.0,16.63831915778137,21.553830877276962,restaurant,debit,domestic,0
132.73199619997857,12,4.0,117.85675578413952,,restaurant,debit,domestic,0
128.87498512789404,12,3.0,3.1460945179163473,35.532794826784794,online,debit,domestic,0
68.06563665132505,15,1.0,9.421574369451701,48.12256018277644,online,debit,domestic,0
77.39459944222489,18,3.0,1.4322173314859017,29.54003430119256,gas,credit,domestic,0
5.0,15,3.0,31.249115834902025,45.9508460550117,restaurant,,domestic,0
62.78558425392329,9,0.0,10.27967266250024,44.10163513474864,retail,credit,domestic,0
,9,0.0,10.956312788687004,34.827163322461224,retail,debit,domestic,0
48.727862249212365,23,1.0,8.137552966405968,40.277077672922424,retail,debit,domestic,1
5.0,17,1.0,32.01915687453245,,gas,debit,domestic,0
170.89660906002973,6,3.0,20.1619064632897,30.858353941642747,restaurant,debit,domestic,0
119.12905866904539,19,2.0,77.16782886459565,18.0,,credit,domestic,0
56.50588748656127,0,4.0,107.03942557538213,44.70424629460694,gas,debit,domestic,1
86.47792263275177,10,2.0,,55.1236691809202,grocery,debit,domestic,0
247.66216700538402,16,1.0,10.146045948180372,50.94698478331944,gas,credit,domestic,0
98.63932214248648,5,6.0,54.659851792318335,18.0,retail,credit,domestic,1
7.4997062587743955,22,2.0,,36.665498665389876,retail,debit,domestic,1
12.981359517436502,17,1.0,9.350801961341789,24.889493704815465,online,credit,domestic,0
112.90926010072573,15,8.0,73.92721676920291,35.34075294509408,online,debit,foreign,1
206.74893222453417,22,2.0,147.78764564890167,25.740789392457458,online,debit,domestic,1
98.08605221898375,15,2.0,6.052514375271736,46.79678827379716,grocery,debit,foreign,0
282.08169760987465,15,0.0,25.666941952738114,,grocery,credit,domestic,0
232.90201093598313,14,2.0,9.995747473837035,27.518857726652108,online,credit,foreign,1
205.54273160216667,15,0.0,14.206767415610877,32.6928009095225,restaurant,credit,foreign,1
103.50677778957404,7,4.0,94.5207331400087,40.49862662079343,retail,credit,domestic,1
303.91664785966475,23,2.0,149.88265312758708,27.81003358918322,retail,debit,domestic,1
126.15606000341907,2,2.0,19.22869216890154,18.0,online,debit,foreign,1
101.47020946040952,14,4.0,2.337107004694645,51.13786126761286,retail,credit,domestic,0
134.24704674570984,8,0.0,4.732946431901118,39.01986603796136,online,debit,domestic,0
132.9401942789985,3,2.0,22.012335224185396,49.49217149355413,online,credit,domestic,1
203.08230279512725,14,1.0,39.01463329411554,32.31569431150545,retail,credit,domestic,1
123.89019819107222,9,0.0,17.716256516148686,,restaurant,debit,domestic,0
26.360856640438527,19,2.0,3.169151871816079,,grocery,debit,domestic,0
,1,1.0,10.80234494624759,46.61153297113357,grocery,credit,domestic,1
224.84807675270727,2,3.0,61.646111209416986,27.96592971077284,gas,credit,domestic,1
163.26340096543632,17,4.0,103.26585104539481,46.707253598665936,retail,credit,foreign,1
5.0,15,2.0,6.227391465460927,36.37121276524164,grocery,credit,domestic,0
54.47702458185746,11,1.0,9.560514805725418,34.72070303096055,grocery,credit,domestic,0
5.0,8,0.0,3.385495560145214,51.31581654877417,restaurant,credit,domestic,0
67.52660130798307,6,1.0,58.26495625234374,42.85003780522585,grocery,debit,foreign,0
226.71966734540058,13,4.0,4.839145277677271,31.876300951194995,,credit,foreign,0
39.546119004417214,23,5.0,74.90352222374747,49.446560383534596,online,credit,domestic,1
33.8669626584973,22,3.0,7.496654015839897,37.65928750811509,grocery,credit,foreign,0
415.26934560460006,3,2.0,375.49861142111513,32.009264660444465,gas,debit,foreign,1
258.5629722067828,19,2.0,7.260600671646938,75.0,retail,credit,domestic,0
278.5758264538528,19,6.0,69.75891844506035,30.437731353003937,grocery,credit,foreign,1
84.56282875321577,20,1.0,25.31948440347234,42.09772897003109,retail,debit,domestic,0
238.40490409839524,19,0.0,7.688122510312353,34.84266733161999,grocery,debit,domestic,0
493.7151173318019,18,6.0,52.068823072257395,46.341902877634894,restaurant,credit,foreign,1
,9,1.0,15.61908427725934,47.9875435437039,grocery,credit,domestic,0
